번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
14761,부산광역시 기장군청,부산광역시 기장군 일광읍 삼성리 372,부산광역시 기장군 일광읍 삼성리 372,다목적,1,200,360도 전방향,30,2019-12,051-709-5421,35.263727,129.222449,2024-12-06
14762,부산광역시 기장군청,부산광역시 기장군 일광읍 삼성리 337-2,부산광역시 기장군 일광읍 삼성리 337-2,다목적,1,200,360도 전방향,30,2019-12,051-709-5421,35.264171,129.220847,2024-12-06
14763,부산광역시 기장군청,부산광역시 기장군 일광읍 삼성리 337-2,부산광역시 기장군 일광읍 삼성리 337-2,다목적,1,200,360도 전방향,30,2019-12,051-709-5421,35.26314,129.223911,2024-12-06
14764,부산광역시 기장군청,부산광역시 기장군 일광읍 삼성리 638,부산광역시 기장군 일광읍 삼성리 638,다목적,1,200,360도 전방향,30,2019-12,051-709-5421,35.263741,129.219938,2024-12-06
14765,부산광역시 기장군청,부산광역시 기장군 일광읍 삼성리 산33-4,부산광역시 기장군 일광읍 삼성리 산33-4,다목적,1,200,360도 전방향,30,2019-12,051-709-5421,35.26991,129.222323,2024-12-06
14766,부산광역시 기장군청,부산광역시 기장군 일광읍 삼성리 산15-1,부산광역시 기장군 일광읍 삼성리 산15-1,다목적,1,200,360도 전방향,30,2019-12,051-709-5421,35.269828,129.221026,2024-12-06
14767,부산광역시 기장군청,부산광역시 기장군 기장읍 죽성리 738-1,부산광역시 기장군 기장읍 죽성리 738-1,다목적,1,200,360도 전방향,30,2019-10,051-709-5421,35.244228,129.243941,2024-12-06
14768,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 337-8,부산광역시 기장군 기장읍 교리 337-8,다목적,1,200,60도 단방향,30,2017-06,051-709-5421,35.2524151,129.2157381,2024-12-06
14769,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 337-8,부산광역시 기장군 기장읍 교리 337-8,다목적,1,200,60도 단방향,30,2017-06,051-709-5421,35.2524151,129.2157381,2024-12-06
14770,부산광역시 기장군청,부산광역시 기장군 정관읍 매학리 769-6,부산광역시 기장군 정관읍 매학리 769-6,다목적,1,200,60도 단방향,30,2017-06,051-709-5421,35.3199441,129.1826251,2024-12-06
14771,부산광역시 기장군청,부산광역시 기장군 정관읍 매학리 769-6,부산광역시 기장군 정관읍 매학리 769-6,다목적,1,200,60도 단방향,30,2017-06,051-709-5421,35.3199441,129.1826251,2024-12-06
14772,부산광역시 기장군청,부산광역시 기장군 정관읍 매학리 769-6,부산광역시 기장군 정관읍 매학리 769-6,다목적,1,200,60도 단방향,30,2017-06,051-709-5421,35.3199441,129.1826251,2024-12-06
14773,부산광역시 기장군청,부산광역시 기장군 정관읍 모전리 724,부산광역시 기장군 정관읍 모전리 724,다목적,1,200,60도 단방향,30,2017-06,051-709-5421,35.3372421,129.1628931,2024-12-06
14774,부산광역시 기장군청,부산광역시 기장군 정관읍 모전리 724,부산광역시 기장군 정관읍 모전리 724,다목적,1,200,60도 단방향,30,2017-06,051-709-5421,35.3372421,129.1628931,2024-12-06
14775,부산광역시 기장군청,부산광역시 기장군 기장읍 신천리 285-9,부산광역시 기장군 기장읍 신천리 285-9,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.24152,129.22488,2024-12-06
14776,부산광역시 기장군청,부산광역시 기장군 일광읍 신평리 100-3,부산광역시 기장군 일광읍 신평리 100-3,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.29617,129.25643,2024-12-06
14777,부산광역시 기장군청,부산광역시 기장군 철마면 연구리 산21-6,부산광역시 기장군 철마면 연구리 산21-6,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.28063,129.1715,2024-12-06
14778,부산광역시 기장군청,부산광역시 기장군 기장읍 시랑리 694,부산광역시 기장군 기장읍 시랑리 694,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.18535,129.20845,2024-12-06
14779,부산광역시 기장군청,부산광역시 기장군 철마면 송정리 401-9,부산광역시 기장군 철마면 송정리 401-9,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.30653,129.11219,2024-12-06
14780,부산광역시 기장군청,부산광역시 기장군 장안읍 월내리 199-1,부산광역시 기장군 장안읍 월내리 199-1,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.32801,129.2761,2024-12-06
14781,부산광역시 기장군청,부산광역시 기장군 장안읍 월내리 199-1,부산광역시 기장군 장안읍 월내리 199-1,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.32801,129.2761,2024-12-06
14782,부산광역시 기장군청,부산광역시 기장군 장안읍 월내리 199-1,부산광역시 기장군 장안읍 월내리 199-1,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.32801,129.2761,2024-12-06
14783,부산광역시 기장군청,부산광역시 기장군 장안읍 월내리 199-1,부산광역시 기장군 장안읍 월내리 199-1,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.32801,129.2761,2024-12-06
14784,부산광역시 기장군청,부산광역시 기장군 장안읍 월내리 199-1,부산광역시 기장군 장안읍 월내리 199-1,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.32801,129.2761,2024-12-06
14785,부산광역시 기장군청,부산광역시 기장군 기장읍 연화리 297-1,부산광역시 기장군 기장읍 연화리 297-1,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.21458,129.22332,2024-12-06
14786,부산광역시 기장군청,부산광역시 기장군 기장읍 내리 775-5,부산광역시 기장군 기장읍 내리 775-5,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.20498,129.20621,2024-12-06
14787,부산광역시 기장군청,부산광역시 기장군 기장읍 내리 775-5,부산광역시 기장군 기장읍 내리 775-5,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.20498,129.20621,2024-12-06
14788,부산광역시 기장군청,부산광역시 기장군 기장읍 내리 775-5,부산광역시 기장군 기장읍 내리 775-5,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.20498,129.20621,2024-12-06
14789,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 332-1,부산광역시 기장군 기장읍 교리 332-1,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.25341,129.21521,2024-12-06
14790,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 332-1,부산광역시 기장군 기장읍 교리 332-1,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.25341,129.21521,2024-12-06
14791,부산광역시 기장군청,부산광역시 기장군 기장읍 동부리 121-12,부산광역시 기장군 기장읍 동부리 121-12,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.246253,129.21316,2024-12-06
14792,부산광역시 기장군청,부산광역시 기장군 기장읍 동부리 121-12,부산광역시 기장군 기장읍 동부리 121-12,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.246253,129.21316,2024-12-06
14793,부산광역시 기장군청,부산광역시 기장군 정관읍 모전리 541,부산광역시 기장군 정관읍 모전리 541,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.330186,129.163187,2024-12-06
14794,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 821,부산광역시 기장군 기장읍 대라리 821,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.243566,129.206606,2024-12-06
14795,부산광역시 기장군청,부산광역시 기장군 기장읍 대변리 617-25,부산광역시 기장군 기장읍 대변리 617-25,다목적,1,200,360도전방향,30,2023-08,051-709-5421,35.226615,129.225973,2024-12-06
14796,부산광역시 기장군청,부산광역시 기장군 정관읍 달산리 1020-5,부산광역시 기장군 정관읍 달산리 1020-5,다목적,1,200,60도단방향,30,2023-08,051-709-5421,35.318031,129.182935,2024-12-06
14797,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 160-1,부산광역시 기장군 기장읍 대라리 160-1,다목적,1,200,360도 전방향,30,2009-05,051-709-5421,35.2379131,129.2101821,2024-12-06
14798,부산광역시 기장군청,부산광역시 기장군 장안읍 월내리 272-2,부산광역시 기장군 장안읍 월내리 272-2,다목적,1,200,60도 단방향,30,2022-07,051-709-5421,35.33015,129.27897,2024-12-06
14799,부산광역시 기장군청,부산광역시 기장군 장안읍 월내리 272-2,부산광역시 기장군 장안읍 월내리 272-2,다목적,1,200,360도 전방향,30,2022-07,051-709-5421,35.33015,129.27897,2024-12-06
14800,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 793-7,부산광역시 기장군 일광읍 이천리 793-7,다목적,1,200,60도 단방향,30,2022-07,051-709-5421,35.26957,129.23415,2024-12-06
14801,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 793-7,부산광역시 기장군 일광읍 이천리 793-7,다목적,1,200,60도 단방향,30,2022-07,051-709-5421,35.26957,129.23415,2024-12-06
14802,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 793-7,부산광역시 기장군 일광읍 이천리 793-7,다목적,1,200,60도 단방향,30,2022-07,051-709-5421,35.26957,129.23415,2024-12-06
14803,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 793-7,부산광역시 기장군 일광읍 이천리 793-7,다목적,1,200,60도 단방향,30,2022-07,051-709-5421,35.26957,129.23415,2024-12-06
14804,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 793-7,부산광역시 기장군 일광읍 이천리 793-7,다목적,1,200,360도 전방향,30,2022-07,051-709-5421,35.26957,129.23415,2024-12-06
14805,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 793-6,부산광역시 기장군 일광읍 이천리 793-6,다목적,1,200,60도 단방향,30,2022-07,051-709-5421,35.26994,129.23513,2024-12-06
14806,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 793-6,부산광역시 기장군 일광읍 이천리 793-6,다목적,1,200,60도 단방향,30,2022-07,051-709-5421,35.26994,129.23513,2024-12-06
14807,부산광역시 기장군청,부산광역시 기장군 정관읍 모전리 724,부산광역시 기장군 정관읍 모전리 724,다목적,1,200,60도 단방향,30,2017-06,051-709-5421,35.3372421,129.1628931,2024-12-06
14808,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 87-2,부산광역시 기장군 기장읍 대라리 87-2,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2420261,129.2167031,2024-12-06
14809,부산광역시 기장군청,부산광역시 기장군 장안읍 월내리 132-183,부산광역시 기장군 장안읍 월내리 132-183,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.3262991,129.2790221,2024-12-06
14810,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 766-3,부산광역시 기장군 일광읍 이천리 766-3,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2682151,129.2338221,2024-12-06
14811,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 357-3,부산광역시 기장군 기장읍 교리 357-3,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2542861,129.2194111,2024-12-06
14812,부산광역시 기장군청,부산광역시 기장군 기장읍 죽성리 134-10,부산광역시 기장군 기장읍 죽성리 134-10,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2403641,129.2481971,2024-12-06
14813,부산광역시 기장군청,부산광역시 기장군 정관읍 달산리 1039-10,부산광역시 기장군 정관읍 달산리 1039-10,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.3154371,129.1799211,2024-12-06
14814,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 184-11,부산광역시 기장군 기장읍 대라리 184-11,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2367011,129.2108971,2024-12-06
14815,부산광역시 기장군청,부산광역시 기장군 기장읍 내리 791-1,부산광역시 기장군 기장읍 내리 791-1,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2045411,129.2064051,2024-12-06
14816,부산광역시 기장군청,부산광역시 기장군 장안읍 임랑리 3-2,부산광역시 기장군 장안읍 임랑리 3-2,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.3208991,129.2659101,2024-12-06
14817,부산광역시 기장군청,부산광역시 기장군 철마면 연구리 609-1,부산광역시 기장군 철마면 연구리 609-1,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2714991,129.1293681,2024-12-06
14818,부산광역시 기장군청,부산광역시 기장군 철마면 고촌리 122-1,부산광역시 기장군 철마면 고촌리 122-1,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2394161,129.1719991,2024-12-06
14819,부산광역시 기장군청,부산광역시 기장군 장안읍 반룡리 92-3,부산광역시 기장군 장안읍 반룡리 92-3,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.3350881,129.2677461,2024-12-06
14820,부산광역시 기장군청,부산광역시 기장군 장안읍 길천리 산110,부산광역시 기장군 장안읍 길천리 산110,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.3275901,129.2851701,2024-12-06
14821,부산광역시 기장군청,부산광역시 기장군 정관읍 용수리 1405,부산광역시 기장군 정관읍 용수리 1405,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.3199341,129.1722321,2024-12-06
14822,부산광역시 기장군청,부산광역시 기장군 기장읍 동부리 132-2,부산광역시 기장군 기장읍 동부리 132-2,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2461571,129.2152151,2024-12-06
14823,부산광역시 기장군청,부산광역시 기장군 철마면 연구리 515-2,부산광역시 기장군 철마면 연구리 515-2,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2724791,129.1539441,2024-12-06
14824,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 509-3,부산광역시 기장군 장안읍 기룡리 509-3,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.3505861,129.2523121,2024-12-06
14825,부산광역시 기장군청,부산광역시 기장군 기장읍 내리 802,부산광역시 기장군 기장읍 내리 802,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.2088211,129.2048661,2024-12-06
14826,부산광역시 기장군청,부산광역시 기장군 장안읍 길천리 369-2,부산광역시 기장군 장안읍 길천리 369-2,다목적,1,200,360도 전방향,30,2016-12,051-709-5421,35.3343191,129.2777491,2024-12-06
14827,부산광역시 기장군청,부산광역시 기장군 정관읍 매학리 713-4,부산광역시 기장군 정관읍 매학리 713-4,다목적,1,200,360도 전방향,30,2021-08,051-709-5421,35.32143,129.17648,2024-12-06
14828,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 89-1,부산광역시 기장군 기장읍 교리 89-1,다목적,1,200,60도 단방향,30,2021-08,051-709-5421,35.25664,129.21392,2024-12-06
14829,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 89-1,부산광역시 기장군 기장읍 교리 89-1,다목적,1,200,60도 단방향,30,2021-08,051-709-5421,35.25664,129.21392,2024-12-06
14830,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 89-1,부산광역시 기장군 기장읍 교리 89-1,다목적,1,200,60도 단방향,30,2021-08,051-709-5421,35.25664,129.21392,2024-12-06
14831,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 89-1,부산광역시 기장군 기장읍 교리 89-1,다목적,1,200,60도 단방향,30,2021-08,051-709-5421,35.25664,129.21392,2024-12-06
14832,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 89-1,부산광역시 기장군 기장읍 교리 89-1,다목적,1,200,360도 전방향,30,2021-08,051-709-5421,35.25664,129.21392,2024-12-06
14833,부산광역시 기장군청,부산광역시 기장군 기장읍 청강리 63-1,부산광역시 기장군 기장읍 청강리 63-1,다목적,1,200,60도 단방향,30,2021-08,051-709-5421,35.2398,129.21961,2024-12-06
14834,부산광역시 기장군청,부산광역시 기장군 기장읍 청강리 63-1,부산광역시 기장군 기장읍 청강리 63-1,다목적,1,200,60도 단방향,30,2021-08,051-709-5421,35.2398,129.21961,2024-12-06
14835,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 132(정자 삼거리),부산광역시 기장군 장안읍 기룡리 산 132(정자 삼거리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36247,129.23922,2024-12-06
14836,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 132(정자 삼거리),부산광역시 기장군 장안읍 기룡리 산 132(정자 삼거리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36247,129.23922,2024-12-06
14837,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 132(정자 삼거리),부산광역시 기장군 장안읍 기룡리 산 132(정자 삼거리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36247,129.23922,2024-12-06
14838,부산광역시 기장군청,부산광역시 기장군 일광읍 이천리 793-6,부산광역시 기장군 일광읍 이천리 793-6,다목적,1,200,360도 전방향,30,2022-07,051-709-5421,35.26994,129.23513,2024-12-06
14839,부산광역시 기장군청,부산광역시 기장군 일광읍 화전리 322-11,부산광역시 기장군 일광읍 화전리 322-11,다목적,1,200,60도 단방향,30,2022-07,051-709-5421,35.281895,129.227794,2024-12-06
14840,부산광역시 기장군청,부산광역시 기장군 철마면 임기리 634-1,부산광역시 기장군 철마면 임기리 634-1,다목적,1,200,360도 전방향,30,2022-06,051-709-5421,35.31959,129.12022,2024-12-06
14841,부산광역시 기장군청,부산광역시 기장군 장안읍 좌동리 154-4,부산광역시 기장군 장안읍 좌동리 154-4,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.32847,129.23918,2024-12-06
14842,부산광역시 기장군청,부산광역시 기장군 장안읍 좌동리 154-4,부산광역시 기장군 장안읍 좌동리 154-4,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.32847,129.23918,2024-12-06
14843,부산광역시 기장군청,부산광역시 기장군 기장읍 청강리 779-6,부산광역시 기장군 기장읍 청강리 779-6,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.21747,129.21118,2024-12-06
14844,부산광역시 기장군청,부산광역시 기장군 기장읍 청강리 779-6,부산광역시 기장군 기장읍 청강리 779-6,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.21747,129.21118,2024-12-06
14845,부산광역시 기장군청,부산광역시 기장군 기장읍 청강리 779-6,부산광역시 기장군 기장읍 청강리 779-6,다목적,1,200,360도 전방향,30,2022-06,051-709-5421,35.21747,129.21118,2024-12-06
14846,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 188-13,부산광역시 기장군 기장읍 대라리 188-13,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.23497,129.21465,2024-12-06
14847,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 188-13,부산광역시 기장군 기장읍 대라리 188-13,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.23497,129.21465,2024-12-06
14848,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 188-13,부산광역시 기장군 기장읍 대라리 188-13,다목적,1,200,360도 전방향,30,2022-06,051-709-5421,35.23497,129.21465,2024-12-06
14849,부산광역시 기장군청,부산광역시 기장군 장안읍 좌동리 273-1,부산광역시 기장군 장안읍 좌동리 273-1,다목적,1,200,360도 전방향,30,2022-06,051-709-5421,35.32307,129.24112,2024-12-06
14850,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 146-1,부산광역시 기장군 기장읍 대라리 146-1,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.23891,129.21259,2024-12-06
14851,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 146-1,부산광역시 기장군 기장읍 대라리 146-1,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.23891,129.21259,2024-12-06
14852,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 146-1,부산광역시 기장군 기장읍 대라리 146-1,다목적,1,200,360도 전방향,30,2022-06,051-709-5421,35.23891,129.21259,2024-12-06
14853,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 107-15,부산광역시 기장군 기장읍 대라리 107-15,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.24119,129.21652,2024-12-06
14854,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 107-15,부산광역시 기장군 기장읍 대라리 107-15,다목적,1,200,60도 단방향,30,2022-06,051-709-5421,35.24119,129.21652,2024-12-06
14855,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 107-15,부산광역시 기장군 기장읍 대라리 107-15,다목적,1,200,360도 전방향,30,2022-06,051-709-5421,35.24119,129.21652,2024-12-06
14856,부산광역시 기장군청,부산광역시 기장군 정관읍 달산리 1223-6,부산광역시 기장군 정관읍 달산리 1223-6,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.3201441,129.1914751,2024-12-06
14857,부산광역시 기장군청,부산광역시 기장군 일광읍 원리 337-2,부산광역시 기장군 일광읍 원리 337-2,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.3079281,129.2318651,2024-12-06
14858,부산광역시 기장군청,부산광역시 기장군 일광읍 용천리 111,부산광역시 기장군 일광읍 용천리 111,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2866541,129.2123211,2024-12-06
14859,부산광역시 기장군청,부산광역시 기장군 일광읍 화전리 527-1,부산광역시 기장군 일광읍 화전리 527-1,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2844181,129.2210571,2024-12-06
14860,부산광역시 기장군청,부산광역시 기장군 기장읍 만화리 산120-43,부산광역시 기장군 기장읍 만화리 산120-43,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2539641,129.1954621,2024-12-06
14861,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 279-8,부산광역시 기장군 기장읍 교리 279-8,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2529751,129.2200141,2024-12-06
14862,부산광역시 기장군청,부산광역시 기장군 기장읍 동부리 335-7,부산광역시 기장군 기장읍 동부리 335-7,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2467941,129.2105721,2024-12-06
14863,부산광역시 기장군청,부산광역시 기장군 기장읍 서부리 163,부산광역시 기장군 기장읍 서부리 163,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2436901,129.2111041,2024-12-06
14864,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 147-1,부산광역시 기장군 기장읍 대라리 147-1,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2388831,129.2134501,2024-12-06
14865,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 183-1,부산광역시 기장군 기장읍 대라리 183-1,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2366691,129.2116401,2024-12-06
14866,부산광역시 기장군청,부산광역시 기장군 기장읍 대라리 775,부산광역시 기장군 기장읍 대라리 775,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2393031,129.2105631,2024-12-06
14867,부산광역시 기장군청,부산광역시 기장군 기장읍 신천리 94-2,부산광역시 기장군 기장읍 신천리 94-2,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2417791,129.2268081,2024-12-06
14868,부산광역시 기장군청,부산광역시 기장군 기장읍 청강리 797-4,부산광역시 기장군 기장읍 청강리 797-4,다목적,1,200,360도 전방향,30,2016-06,051-709-5421,35.2340871,129.2167351,2024-12-06
14869,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 132(트리하우스),부산광역시 기장군 장안읍 기룡리 산 132(트리하우스),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36247,129.23922,2024-12-06
14870,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 132(트리하우스),부산광역시 기장군 장안읍 기룡리 산 132(트리하우스),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36197,129.2379,2024-12-06
14871,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 133-1(아래 테크쪽),부산광역시 기장군 장안읍 기룡리 산 133-1(아래 테크쪽),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36197,129.2379,2024-12-06
14872,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 133-1(아래 테크쪽),부산광역시 기장군 장안읍 기룡리 산 133-1(아래 테크쪽),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36197,129.2379,2024-12-06
14873,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 133-1(코끼리),부산광역시 기장군 장안읍 기룡리 산 133-1(코끼리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36197,129.2379,2024-12-06
14874,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 133-1(코끼리),부산광역시 기장군 장안읍 기룡리 산 133-1(코끼리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36197,129.2379,2024-12-06
14875,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 133-1(코끼리),부산광역시 기장군 장안읍 기룡리 산 133-1(코끼리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36197,129.2379,2024-12-06
14876,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 125(철제 휀스 상부),부산광역시 기장군 장안읍 기룡리 산 125(철제 휀스 상부),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36142,129.23796,2024-12-06
14877,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 125(삼거리),부산광역시 기장군 장안읍 기룡리 산 125(삼거리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36124,129.2379,2024-12-06
14878,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 125(삼거리),부산광역시 기장군 장안읍 기룡리 산 125(삼거리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36124,129.2379,2024-12-06
14879,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 125(삼거리),부산광역시 기장군 장안읍 기룡리 산 125(삼거리),다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36124,129.2379,2024-12-06
14880,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리 산 125(삼거리),부산광역시 기장군 장안읍 기룡리 산 125(삼거리),다목적,1,200,360도 전방향,30,2021-05,051-709-5421,35.36124,129.2379,2024-12-06
14881,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리991,부산광역시 기장군 장안읍 기룡리991,다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36125,129.23625,2024-12-06
14882,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리991,부산광역시 기장군 장안읍 기룡리991,다목적,1,200,60도 단방향,30,2021-05,051-709-5421,35.36125,129.23625,2024-12-06
14883,부산광역시 기장군청,부산광역시 기장군 장안읍 기룡리991,부산광역시 기장군 장안읍 기룡리991,다목적,1,200,360도 전방향,30,2021-05,051-709-5421,35.36125,129.23625,2024-12-06
14884,부산광역시 기장군청,부산광역시 기장군 장안읍 좌천리 507,부산광역시 기장군 장안읍 좌천리 507,다목적,1,200,360도 전방향,30,2019-10,051-709-5421,35.32223,129.231995,2024-12-06
14885,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 238-6,부산광역시 기장군 기장읍 교리 238-6,다목적,1,200,60도 단방향,30,2019-10,051-709-5421,35.255839,129.214873,2024-12-06
14886,부산광역시 기장군청,부산광역시 기장군 기장읍 교리 238-6,부산광역시 기장군 기장읍 교리 238-6,다목적,1,200,60도 단방향,30,2019-10,051-709-5421,35.255839,129.214873,2024-12-06
14887,부산광역시 기장군청,부산광역시 기장군 철마면 고촌리 70,부산광역시 기장군 철마면 고촌리 70,다목적,1,200,360도 전방향,30,2019-10,051-709-5421,35.242188,129.171044,2024-12-06
14888,부산광역시 기장군청,부산광역시 기장군 기장읍 내리 620-5,부산광역시 기장군 기장읍 내리 620-5,다목적,1,200,360도 전방향,30,2019-10,051-709-5421,35.219677,129.187989,2024-12-06
14889,부산광역시 기장군청,부산광역시 기장군 정관읍 용수리 1322,부산광역시 기장군 정관읍 용수리 1322,다목적,1,200,360도 전방향,30,2019-10,051-709-5421,35.324682,129.176812,2024-12-06
